,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-66.69276037326242,7.544758242478565,0.0,0.9898610311101474,9.4957590888863,0.0,4EM,Kihi,SK
4CM,1,-73.13011422726457,7.745880265723443,6.437353854002151,0.010138968880188592,9.466858961012743,2.389743247627379,4EM,Kihi,SK
4Naive,2,-100.8302280391973,7.123728686431889,34.13746766593488,9.663669905758075e-12,8.899560499532466,5.6177133492653395,4EM,Kihi,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-90.23913891999214,5.922683517402518,0.0,0.9704783104146395,9.29932102351331,0.0,4EM,Kihi,LP
4CM,1,-96.03865210321844,6.098535876649905,5.799513183226278,0.02952168958536061,9.883104789012599,2.7723881015206873,4EM,Kihi,LP
4Naive,2,-148.19647843460726,6.292587639427865,57.95733951461509,1.4629534589162518e-18,9.895748728657491,8.977408430198022,4EM,Kihi,LP
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-67.24730642810746,6.812431730262212,0.0,0.9912371550974781,9.480138122093933,0.0,4EM,Kimid,SK
4CM,1,-73.70934175590314,7.369380853204191,6.462035327795689,0.008762844715245431,9.338079433206442,2.3121456439848953,4EM,Kimid,SK
4Naive,2,-97.7701374981693,7.034529298095379,30.52283107006184,1.8727664045890677e-10,8.928556842039214,5.785120103905982,4EM,Kimid,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-83.02187789876973,5.160883752181633,0.0,0.9896086916543078,8.198247687326633,0.0,4EM,Kimid,LP
4CM,1,-89.74421580143802,5.449958520709757,6.72233790266828,0.010391308345693743,9.067348709601703,2.663624524613324,4EM,Kimid,LP
4Naive,2,-140.63357821912697,6.671202846895966,57.61170032035724,1.8974656867553244e-18,8.579010459292213,9.03378401437912,4EM,Kimid,LP
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-67.71962693621663,7.300303060706881,0.0,0.9857083113550048,8.829481565539956,0.0,4EM,Kilo,SK
4CM,1,-73.77599539889503,6.997790496851977,6.056368462678396,0.014291688445220982,9.110958547065085,2.222155861445472,4EM,Kilo,SK
4Naive,2,-98.13903811632666,7.543705081579745,30.41941118011002,1.9977355579858293e-10,8.520753725565484,5.9951975112461735,4EM,Kilo,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-83.39964195701413,5.276515956593784,0.0,0.9819793540719892,8.212316011694865,0.0,4EM,Kilo,LP
4CM,1,-89.32571904008802,5.297117598275605,5.926077083073904,0.01802064592801028,8.97779354027346,2.4810630363887167,4EM,Kilo,LP
4Naive,2,-140.0630128305114,6.192723650353514,56.66337087349729,1.2777145972437427e-18,8.513013453932894,8.8825844709308,4EM,Kilo,LP
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
69,0,-78.04466377163041,7.655596049431651,0.0,0.7605338759787764,9.07797345184544,0.0,4EM.CD69+,Kihi,SK
4EM,1,-80.96489303414496,6.941405962266074,2.920229262514545,0.17943028571944203,8.547496965145246,3.4599098765433345,4EM.CD69+,Kihi,SK
4CM,2,-84.80207237554936,6.434090662009567,6.757408603918931,0.06003583683283292,8.48231304467354,4.799742627052068,4EM.CD69+,Kihi,SK
4Naive,3,-112.70798969438339,6.092540530807355,34.66332592275296,1.4689479701082408e-09,9.630542789704485,7.987936968447755,4EM.CD69+,Kihi,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-99.37022026659179,6.074758224255788,0.0,0.7266980019188141,11.878049089875471,0.0,4EM.CD69+,Kihi,LP
69,1,-100.84383140473373,5.92665331917172,1.473611138141937,0.2616452770904395,10.695716606349261,1.6823816258583657,4EM.CD69+,Kihi,LP
4CM,2,-105.74736081930945,5.861189626306398,6.377140552717661,0.011656720990746865,11.304216299359666,2.769594898543097,4EM.CD69+,Kihi,LP
4Naive,3,-157.41779746317982,5.628555038433859,58.04757719658804,5.190345046140431e-19,11.765556870489633,8.623460396323978,4EM.CD69+,Kihi,LP
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
69,0,-81.7968622687559,7.291408201804572,0.0,0.5951727410524617,8.138813026809522,0.0,4EM.CD69+,Kimid,SK
4EM,1,-82.631296819005,6.839232026314306,0.8344345502491084,0.3408732195800103,8.525318228534347,3.0877670615846946,4EM.CD69+,Kimid,SK
4CM,2,-86.4937954295437,6.465329539816793,4.696933160787793,0.06395396069938308,8.483577099214823,4.401675737043702,4EM.CD69+,Kimid,SK
4Naive,3,-110.3923573156971,6.04388499091408,28.59549504694119,7.866814439736221e-08,9.492101332679212,7.534188998850746,4EM.CD69+,Kimid,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-93.21875614457934,6.425174536259959,0.0,0.838691285718587,11.211627257226302,0.0,4EM.CD69+,Kimid,LP
69,1,-95.73195043827636,6.532289871713488,2.5131942936970084,0.15337396048758953,10.979058709300965,1.8413191814023382,4EM.CD69+,Kimid,LP
4CM,2,-100.48430416527563,6.3139849744725325,7.265548020696277,0.007934753793824823,10.757750365127412,3.0064823717672207,4EM.CD69+,Kimid,LP
4Naive,3,-156.56933070696425,7.328251267312055,63.35057456238489,5.019980852129246e-22,11.196921340553587,8.272483681627172,4EM.CD69+,Kimid,LP
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-82.41820725562847,6.394689943232393,0.0,0.532675866909707,9.773941789471811,0.0,4EM.CD69+,Kilo,SK
69,1,-83.34322852816192,7.420279489230637,0.9250212725334475,0.39433266457580435,8.992959956321908,3.0959364662394973,4EM.CD69+,Kilo,SK
4CM,2,-86.51336877956993,6.3247364353212845,4.095161523941452,0.07299098461736898,8.962746197747105,2.884543534952691,4EM.CD69+,Kilo,SK
4Naive,3,-111.01967749847104,6.8823329872217585,28.601470242842563,4.838971196738464e-07,8.690300675858989,6.861468316936434,4EM.CD69+,Kilo,SK
,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,population,ki,organ
4EM,0,-93.71985869097773,6.458668308534243,0.0,0.8633684121067937,11.825094745825464,0.0,4EM.CD69+,Kilo,LP
69,1,-96.26411353884036,6.808343712351572,2.5442548478626286,0.13019317098690167,11.113522106959406,1.4310699633292938,4EM.CD69+,Kilo,LP
4CM,2,-101.03560238411261,6.592839843910255,7.315743693134877,0.006438416906305239,11.417714315024789,2.8915742216353117,4EM.CD69+,Kilo,LP
4Naive,3,-156.64181174600043,7.136767584785275,62.9219530550227,8.69896348589231e-22,11.673563737704601,8.334418560111148,4EM.CD69+,Kilo,LP
